Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Account__c,Autopilot__c,Battery__c,Billing_Status__c,Cancelled__c,Contact_Name__c,Delivery_Date__c,Hydraulic_System__c,Interior__c,Loan_Application__c,Manufacturing_Status__c,Model__c,Owner__c,Paint__c,Payment_Type__c,Prediction_Sample__c,Price__c,Rear_Seats__c,SAP_ID__c,Self_Driving__c,Spoiler__c,Status__c,Sunroof__c,Web_ID__c,Wheels__c,Year__c
a04P0000004ShPAIA0,005P0000002j5xdIAA,,201911-03767,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKfqIAH,,100P kWh,Not Invoiced,,Aleta Redfield,,,Black Premium,,,Flash,003P000001FidKRIAZ,230,Loan,1,63500,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004ShPBIA0,005P0000002j5xdIAA,,201911-03768,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKfrIAH,1,75 kWh,Not Invoiced,,Andreas Elhaj,,,Black Textile,,,Flash,003P000001FidKSIAZ,230,Cash,1,61500,,,,,Purchase,1,,"19"" Onyx Black Spinners",2019
a04P0000004ShPCIA0,005P0000002j5xdIAA,,201911-03769,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKfsIAH,,100 kWh,Not Invoiced,,Beatris Zuccaro,,,Black Textile,,,Flash,003P000001FidKTIAZ,55,Cash,1,60000,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004ShPDIA0,005P0000002j5xdIAA,,201911-03770,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKftIAH,1,100P kWh,Not Invoiced,,Ora Cobham,,,White Premium,,,Flint,003P000001FidKUIAZ,55,Cash,1,48500,,,,,Purchase,1,,"19"" Silver Wheels",2019
a04P0000004ShPEIA0,005P0000002j5xdIAA,,201911-03771,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKfuIAH,,100P kWh,Not Invoiced,,Kiyoko Trilling,,,Cream Premium,,,Flash,003P000001FidKVIAZ,4150,Loan,1,64800,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004ShPFIA0,005P0000002j5xdIAA,,201911-03772,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKfvIAH,,100 kWh,Not Invoiced,,Tiffaney Gribble,,,Black Premium,,,Flare,003P000001FidKWIAZ,1000,Loan,1,52800,1,,,,Purchase,1,,"19"" Silver Wheels",2019
a04P0000004ShPGIA0,005P0000002j5xdIAA,,201911-03773,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKfwIAH,1,100P kWh,Not Invoiced,,Vashti Blander,,1,Cream Premium,,,Flash,003P000001FidKXIAZ,0,Loan,1,69400,1,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004ShPHIA0,005P0000002j5xdIAA,,201911-03774,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKfxIAH,1,100 kWh,Not Invoiced,,Shante Nims,,1,Light Premium,,,Flare,003P000001FidKYIAZ,130,Cash,1,56100,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004ShPIIA0,005P0000002j5xdIAA,,201911-03775,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKfyIAH,1,75 kWh,Not Invoiced,1,Kena Delnero,,,Black Textile,,,Flare,003P000001FidKZIAZ,130,Cash,1,51500,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004ShPJIA0,005P0000002j5xdIAA,,201911-03776,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKfzIAH,1,100 kWh,Not Invoiced,1,Aisha Sterker,,1,Cream Premium,,,Flare,003P000001FidKaIAJ,4150,Loan,1,56100,,,,,Purchase,,,"19"" Onyx Black Spinners",2019
a04P0000004ShPKIA0,005P0000002j5xdIAA,,201911-03777,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKg0IAH,1,100P kWh,Not Invoiced,,Stefania Hovis,,1,Light Premium,,,Flash,003P000001FidKbIAJ,55,Loan,1,68100,,,,,Purchase,,,"19"" Silver Wheels",2019
a04P0000004ShPLIA0,005P0000002j5xdIAA,,201911-03778,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKg1IAH,,100 kWh,Not Invoiced,,Robbin Gruesbeck,,,Light Premium,,,Flint,003P000001FidKcIAJ,0,Loan,1,42800,1,,,,Purchase,1,,"19"" Silver Wheels",2019
a04P0000004ShPMIA0,005P0000002j5xdIAA,,201911-03779,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKg2IAH,1,100 kWh,Not Invoiced,,Illa Allder,,,Cream Premium,,,Flare,003P000001FidKdIAJ,230,Loan,1,56500,,,,,Purchase,1,,"19"" Silver Wheels",2019
a04P0000004ShPNIA0,005P0000002j5xdIAA,,201911-03780,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKg3IAH,,75 kWh,Not Invoiced,1,Simone Haggerton,,1,Light Premium,,,Flare,003P000001FidKeIAJ,130,Cash,1,46100,,,,,Purchase,,,"19"" Onyx Black Spinners",2019
a04P0000004ShPOIA0,005P0000002j5xdIAA,,201911-03781,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKg4IAH,,75 kWh,Not Invoiced,1,Natalya Benedek,,,Black Premium,,,Flare,003P000001FidKfIAJ,1000,Cash,1,47800,1,,,,Purchase,1,,"19"" Onyx Black Spinners",2019
a04P0000004ShPPIA0,005P0000002j5xdIAA,,201911-03782,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKg5IAH,1,100 kWh,Not Invoiced,,Jonie Sacks,,,Light Premium,,,Flare,003P000001FidKgIAJ,130,Cash,1,57800,1,,,,Purchase,1,,"19"" Onyx Black Spinners",2019
a04P0000004ShPQIA0,005P0000002j5xdIAA,,201911-03783,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKg6IAH,,100 kWh,Not Invoiced,,Marco Sample,,,Cream Premium,,,Flare,003P000001FidKhIAJ,4150,Cash,1,51300,1,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004ShPRIA0,005P0000002j5xdIAA,,201911-03784,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKg7IAH,,100P kWh,Not Invoiced,,Elvin Balckburn,,,Cream Premium,,,Flash,003P000001FidKiIAJ,1000,Cash,1,63300,1,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004ShPSIA0,005P0000002j5xdIAA,,201911-03785,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKg8IAH,1,100 kWh,Not Invoiced,,Ferdinand Kathan,,1,Light Premium,,,Flare,003P000001FidKjIAJ,1000,Cash,1,58900,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004ShPTIA0,005P0000002j5xdIAA,,201911-03786,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKg9IAH,,75 kWh,Not Invoiced,,Lamar Wetz,,1,Black Premium,,,Flint,003P000001FidKkIAJ,4150,Cash,1,37600,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004ShPUIA0,005P0000002j5xdIAA,,201911-03787,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgAIAX,1,100 kWh,Not Invoiced,,Tomeka Fullard,,1,White Premium,,,Flint,003P000001FidKlIAJ,230,Loan,1,47600,,,,,Purchase,1,,"19"" Silver Wheels",2019
a04P0000004ShPVIA0,005P0000002j5xdIAA,,201911-03788,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgBIAX,,100P kWh,Not Invoiced,,Luna Stamp,,1,White Premium,,,Flint,003P000001FidKmIAJ,4150,Loan,1,43100,,,,,Purchase,,,"19"" Silver Wheels",2019
a04P0000004ShPWIA0,005P0000002j5xdIAA,,201911-03789,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgCIAX,1,100 kWh,Not Invoiced,1,Freda Prodoehl,,,Black Textile,,,Flare,003P000001FidKnIAJ,55,Cash,1,55000,,,,,Purchase,,,"19"" Silver Wheels",2019
a04P0000004ShPXIA0,005P0000002j5xdIAA,,201911-03790,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgDIAX,1,100 kWh,Not Invoiced,1,Felton Vrablic,,1,Light Premium,,,Flare,003P000001FidKoIAJ,230,Cash,1,56100,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004ShPYIA0,005P0000002j5xdIAA,,201911-03791,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgEIAX,,100 kWh,Not Invoiced,,Jo Klabunde,,,Black Premium,,,Flare,003P000001FidKpIAJ,230,Loan,1,52800,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004ShPZIA0,005P0000002j5xdIAA,,201911-03792,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgFIAX,1,75 kWh,Not Invoiced,,Amada Knows,,1,Light Premium,,,Flash,003P000001FidKqIAJ,130,Cash,1,62600,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004ShPaIAK,005P0000002j5xdIAA,,201911-03793,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgGIAX,1,75 kWh,Not Invoiced,,Mohammed Wallenda,,1,Black Textile,,,Flint,003P000001FidKrIAJ,130,Cash,1,42600,,,,,Purchase,1,,"19"" Onyx Black Spinners",2019
a04P0000004ShPbIAK,005P0000002j5xdIAA,,201911-03794,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgHIAX,,100P kWh,Not Invoiced,,Jan Padgett,,1,Light Premium,,,Flare,003P000001FidKsIAJ,130,Loan,1,53100,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004ShPcIAK,005P0000002j5xdIAA,,201911-03795,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgIIAX,1,100 kWh,Not Invoiced,,Leon Loperfido,,1,Light Premium,,,Flash,003P000001FidKtIAJ,1000,Cash,1,68900,1,,,,Purchase,1,,"19"" Silver Wheels",2019
a04P0000004ShPdIAK,005P0000002j5xdIAA,,201911-03796,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgJIAX,1,100P kWh,Not Invoiced,,Kami Turber,,1,Light Premium,,,Flint,003P000001FidKuIAJ,230,Loan,1,48100,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004ShPeIAK,005P0000002j5xdIAA,,201911-03797,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgKIAX,1,100P kWh,Not Invoiced,,Maia Pliner,,,Cream Premium,,,Flare,003P000001FidKvIAJ,130,Cash,1,59800,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004ShPfIAK,005P0000002j5xdIAA,,201911-03798,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgLIAX,,100 kWh,Not Invoiced,,Julius Langanke,,,Cream Premium,,,Flare,003P000001FidKwIAJ,4150,Cash,1,51500,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004ShPgIAK,005P0000002j5xdIAA,,201911-03799,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgMIAX,,100P kWh,Not Invoiced,1,Robyn Lennert,,1,Black Premium,,,Flash,003P000001FidKxIAJ,4150,Cash,1,63100,,,,,Purchase,,,"19"" Silver Wheels",2019
a04P0000004ShPhIAK,005P0000002j5xdIAA,,201911-03800,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgNIAX,,75 kWh,Not Invoiced,,Berenice Davine,,,Light Premium,,,Flash,003P000001FidOCIAZ,1000,Cash,1,55000,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004ShPiIAK,005P0000002j5xdIAA,,201911-03801,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgOIAX,,100 kWh,Not Invoiced,,Pok Degelbeck,,1,Black Textile,,,Flare,003P000001FidODIAZ,1000,Cash,1,53900,1,,,,Purchase,1,,"19"" Silver Wheels",2019
a04P0000004ShPjIAK,005P0000002j5xdIAA,,201911-03802,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgPIAX,,100P kWh,Not Invoiced,,Belia Shindo,,1,White Premium,,,Flare,003P000001FidOEIAZ,1000,Loan,1,53100,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004ShPkIAK,005P0000002j5xdIAA,,201911-03803,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgQIAX,,75 kWh,Not Invoiced,,Joella Hillbrant,,1,Black Premium,,,Flare,003P000001FidOFIAZ,130,Cash,1,46100,,,,,Purchase,,,"19"" Onyx Black Spinners",2019
a04P0000004ShPlIAK,005P0000002j5xdIAA,,201911-03804,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgRIAX,1,100 kWh,Not Invoiced,,Maricruz Drouse,,,White Premium,,,Flash,003P000001FidOGIAZ,130,Cash,1,65000,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004ShPmIAK,005P0000002j5xdIAA,,201911-03805,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgSIAX,1,100P kWh,Not Invoiced,,Gabriel Hueston,,1,Light Premium,,,Flare,003P000001FidOHIAZ,4150,Cash,1,59600,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004ShPnIAK,005P0000002j5xdIAA,,201911-03806,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgTIAX,1,75 kWh,Not Invoiced,1,Deneen Scarpa,,,Light Premium,,,Flare,003P000001FidOIIAZ,130,Cash,1,51500,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004ShPoIAK,005P0000002j5xdIAA,,201911-03807,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgUIAX,1,100 kWh,Not Invoiced,,Edmundo Links,,,Black Premium,,,Flare,003P000001FidOJIAZ,55,Loan,1,57800,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004ShPpIAK,005P0000002j5xdIAA,,201911-03808,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgVIAX,,75 kWh,Not Invoiced,1,Shara Sabastian,,1,Light Premium,,,Flash,003P000001FidOKIAZ,4150,Cash,1,57600,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004ShPqIAK,005P0000002j5xdIAA,,201911-03809,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgWIAX,,100 kWh,Not Invoiced,,Georgiann Forschner,,1,Black Premium,,,Flint,003P000001FidOLIAZ,1000,Cash,1,42600,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004ShPrIAK,005P0000002j5xdIAA,,201911-03810,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgXIAX,1,75 kWh,Not Invoiced,1,Cherie Sayler,,,Cream Premium,,,Flash,003P000001FidOMIAZ,130,Cash,1,60000,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004ShPsIAK,005P0000002j5xdIAA,,201911-03811,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgYIAX,1,100 kWh,Not Invoiced,,Anglea Noonkester,,1,Black Premium,,,Flare,003P000001FidONIAZ,230,Loan,1,58900,1,,,,Purchase,1,,"19"" Silver Wheels",2019
a04P0000004ShPtIAK,005P0000002j5xdIAA,,201911-03812,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgZIAX,1,100 kWh,Not Invoiced,,Katrice Jain,,1,Black Premium,,,Flare,003P000001FidOOIAZ,230,Loan,1,57600,,,,,Purchase,1,,"19"" Silver Wheels",2019
a04P0000004ShPuIAK,005P0000002j5xdIAA,,201911-03813,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgaIAH,,75 kWh,Not Invoiced,,Neomi Godeaux,,1,Cream Premium,,,Flash,003P000001FidOPIAZ,130,Cash,1,56100,,,,,Purchase,,,"19"" Onyx Black Spinners",2019
a04P0000004ShPvIAK,005P0000002j5xdIAA,,201911-03814,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgbIAH,1,100 kWh,Not Invoiced,,Joyce Stawarz,,,Black Premium,,,Flash,003P000001FidOQIAZ,130,Cash,1,66500,,,,,Purchase,1,,"19"" Onyx Black Spinners",2019
a04P0000004ShPwIAK,005P0000002j5xdIAA,,201911-03815,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgcIAH,1,100 kWh,Not Invoiced,,Tina Kunda,,1,White Premium,,,Flint,003P000001FidORIAZ,55,Cash,1,48900,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004ShPxIAK,005P0000002j5xdIAA,,201911-03816,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgdIAH,1,75 kWh,Not Invoiced,1,Teresita Ree,,,Light Premium,,,Flash,003P000001FidOSIAZ,130,Loan,1,60000,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2019
a04P0000004ShPyIAK,005P0000002j5xdIAA,,201911-03817,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgeIAH,,100 kWh,Not Invoiced,,Delois Mecardo,,,Cream Premium,,,Flash,003P000001FidOTIAZ,130,Loan,1,60000,,,,,Purchase,,,"19"" Onyx Black Spinners",2019
a04P0000004ShPzIAK,005P0000002j5xdIAA,,201911-03818,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgfIAH,,100P kWh,Not Invoiced,,Terence Bloodough,,,Light Premium,,,Flash,003P000001FidOUIAZ,55,Loan,1,63300,1,,,,Purchase,,,"19"" Silver Wheels",2019
a04P0000004ShQ0IAK,005P0000002j5xdIAA,,201911-03819,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKggIAH,,75 kWh,Not Invoiced,1,Caroll Eismann,,1,Cream Premium,,,Flint,003P000001FidOVIAZ,4150,Cash,1,37600,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004ShQ1IAK,005P0000002j5xdIAA,,201911-03820,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKghIAH,,100 kWh,Not Invoiced,,Dede Laming,,,Light Premium,,,Flare,003P000001FidOWIAZ,230,Cash,1,51500,,,,,Purchase,1,,"19"" Silver Wheels",2019
a04P0000004ShQ2IAK,005P0000002j5xdIAA,,201911-03821,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgiIAH,1,100 kWh,Not Invoiced,,Stanford Dilick,,,White Premium,,,Flare,003P000001FidOXIAZ,130,Cash,1,57800,1,,,,Purchase,1,,"19"" Silver Wheels",2019
a04P0000004ShQ3IAK,005P0000002j5xdIAA,,201911-03822,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgjIAH,1,75 kWh,Not Invoiced,1,Elenora Cronan,,1,White Premium,,,Flare,003P000001FidOYIAZ,1000,Cash,1,52600,,,,,Purchase,1,,"19"" Silver Wheels",2019
a04P0000004ShQ4IAK,005P0000002j5xdIAA,,201911-03823,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgkIAH,1,100P kWh,Not Invoiced,,Deja Longnecker,,,Black Textile,,,Flash,003P000001FidOZIAZ,130,Loan,1,69800,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004ShQ5IAK,005P0000002j5xdIAA,,201911-03824,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKglIAH,,100 kWh,Not Invoiced,,Eartha Tsuda,,1,Black Textile,,,Flash,003P000001FidOaIAJ,4150,Loan,1,63900,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2019
a04P0000004ShQ6IAK,005P0000002j5xdIAA,,201911-03825,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgmIAH,1,75 kWh,Not Invoiced,,Cameron Siliado,,1,Black Premium,,,Flash,003P000001FidObIAJ,230,Cash,1,61100,,,,,Purchase,,,"19"" Silver Wheels",2019
a04P0000004ShQ7IAK,005P0000002j5xdIAA,,201911-03826,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgnIAH,1,75 kWh,Not Invoiced,1,Bert Tiell,,1,Black Premium,,,Flare,003P000001FidOcIAJ,230,Loan,1,51100,,,,,Purchase,,,"19"" Silver Wheels",2019
a04P0000004ShQ8IAK,005P0000002j5xdIAA,,201911-03827,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,005P0000002j5xdIAA,2019-11-15T01:17:17.000+0000,,,,001P000001SUKgoIAH,1,100P kWh,Not Invoiced,,Sharron Trulock,,,Light Premium,,,Flare,003P000001FidOdIAJ,0,Cash,1,57000,,,,,Purchase,,,"19"" Silver Wheels",2019
